UF Code;EIC Code;Short Description;Large Description;Maximum Power Capacity MW;Production Type;BRP Code;UP Code
LRB1;18WLRB1-12345-A6;RABANOS 1;LOS RABANOS 1;2,2;Hydro UGH;ENDG;EBRACC1
LRB2;18WLRB2-12345-AX;RABANOS 2;LOS RABANOS 2;2,1;Hydro UGH;ENDG;EBRACC1
LRC1;18WLRC1-12345-AW;RECUEJA 1;LA RECUEJA 1;1,8;Hydro UGH;BARER;BERJUCA
LRC2;18WLRC2-12345-AM;RECUEJA 2;LA RECUEJA 2;1,5;Hydro UGH;BARER;BERJUCA
LRE1;18WLRE1-12345-AA;RETORNA 1;LA RETORNA 1;1,1;Hydro UGH;IBEG;EBRA
LRE2;18WLRE2-12345-A0;RETORNA 2;LA RETORNA 2;1,1;Hydro UGH;IBEG;EBRA
LRIB;18WLRIB-12345-AE;RIBEIRA;LA RIBEIRA;5,9;Hydro UGH;ENDG;SBEU
LSARCOS;18W000000000OK5R;LSARCOS;UF SOLAR LOS ARCOS;40,0;Solar PV;NEXU;FARCOS
LSER;18WLSER-12345-AY;SERENA ;LA SERENA;22,0;Hydro UGH;ENDG;GDNA
LSERN;18W000000000P4ZB;LSERN;LA SERNA;9,7;Wonshore wind;REPSB;EPI
LSINC01;18W000000000NOA9;LUZ INCLUS;LUZ SOLIDARIA INCLUSIVA SL;0,1;Competitive suppliers;LSINC;LSINC01
LSP1;18WLSP1-12345-AP;LLESP 1;LLESP 1;6,1;Hydro UGH;ENDG;EBRFEN
LSP2;18WLSP2-12345-AF;LLESP 2;LLESP 2;6,1;Hydro UGH;ENDG;EBRFEN
LSPICOS;18W000000000QPTU;PICOS;LOSPICOS;16,8;Solar PV;GNRA;FLPICOS
LTAIX;18W000000000PZWZ;LTAIX;LTAIX;12,5;Solar PV;GNRA;FVTABA
LTRR;18WLTRR-12345-AR;TORRASA;LA TORRASA;4,2;Hydro UGH;ENDG;EBRFEN
LUBAC01;18W-LUBAC01-4--J;LUBALOO;LUBALOO;0,3;Competitive suppliers;LUBAL;LUBAC01
LUBIAN;18WLUBIAN-123-EC;LUBIAN;P.E. LUBIAN;50,0;Wonshore wind;WMARK;LUBIAN
LUBRISU;18W-LUBRISU-1--F;LUBRISU;COG. LUBRISUR;39,2;Natural Gas Cogeneration;SEDAE;TFLUBRB
LUC1;18WLUC1-12345-AX;L.URQUIJ 1;LUCAS DE URQUIJO 1;5,9;Hydro UGH;IBEG;JUCA
LUC2;18WLUC2-12345-AN;L.URQUIJ 2;LUCAS DE URQUIJO 2;5,9;Hydro UGH;IBEG;JUCA
LUC3;18WLUC3-12345-AD;L.URQUIJ 3;LUCAS DE URQUIJO 3;13,4;Hydro UGH;IBEG;JUCA
LUC4;18WLUC4-12345-A3;L.URQUIJ 4;LUCAS DE URQUIJO 4;13,7;Hydro UGH;IBEG;JUCA
LUCAC01;18W000000000R4MT;LUCIFERASA;LUCIFERASA-2 ENERGIA SL;1,0;Competitive suppliers;LUCIA;LUCAC01
LUCAINE;18W000000000S5U6;LUCAINE;FV LUCAINENA;33,1;Solar PV;CEG;FLUCA
LUCERO1;18W000000000TQDA;LUCERO;LUCERO;41,0;Solar PV;ADXRE;FAUDAX
LUCFC01;18W000000000R33X;LUCIFE1;LUCIFERASA-1 ENERGIA SL;1,0;Competitive suppliers;LUCIF;LUCFC01
LUCIC01;18W00000000065GB;LUCI;COMERCIALIZADORA;1,0;Competitive suppliers;LUCIE;LUCIC01
LUCKC01;18W000000000SXZN;UP LUCKY;UP LUCKY LUZ;0,1;Competitive suppliers;LUCK;LUCKC01
LUG1;18WLUG1-12345-AQ;LUGAN 1;LUGAN 1;0,5;Hydro UGH;ASIE;ASIDUE
LUG2;18WLUG2-12345-AG;LUGAN 2;LUGAN 2;0,1;Hydro UGH;ASIE;ASIDUE
LUISA;18WLUISA-1234-EZ;LUISA;P.E. LUISA;21,7;Wonshore wind;EGED;EFEGEL2
LUM1C01;18W-LUM1C01-4--R;LUM1C01 CO;HIDROELÉCTRICA LUMYMEY, S.L. C;6,4;Competitive suppliers;LUM1;LUM1C01
LUMBRIA;18W000000000RV8D;LUMBRIA;LA UMBRIA;2,4;Solar PV;EGLE;FANSA
LUMEC01;18W000000000N9CD;LUMEC01;18W000000000LOWA;1,0;Competitive suppliers;LUMEN;LUMEC01
LUMIC01;18W-LUMIC01-5--I;LUMISA;LUMISA;2,0;Competitive suppliers;LUMIE;LUMIC01
LUNA;18WLUNA-12345--T;LUNA;LUNA;49,5;Wonshore wind;HISPE;DANSZN
LUNIX;18W000000000TTU4;LUNIX;LUNIX;1,7;Solar PV;GNRA;UPSON3
LUXC01;18W0000000000CK6;LUX FORUM;UP LUX FORUM COMERCIALIZACION;0,1;Competitive suppliers;LUX;LUXC01
LUXIC01;18W000000000SKS2;LUXIC01;LUXIC01;0,0;Competitive suppliers;LUXIA;LUXIC01
LUZNOR;18WLUZNOR-123-EL;LUZNOR;LUZNOR;38,0;Wonshore wind;IBGES;EHIBGES
LUZPC01;18W000000000NA1W;LUZPUEBLO;LUZ DEL PUEBLO COMPRA;25,0;Competitive suppliers;LUZDA;LUZPC01
LUZSC01;18W000000000GN6B;UPR LUZSO;UPR LUZ SOLIDARIA;0,1;Competitive suppliers;LUZSO;LUZSC01
LUZYC01;18W000000000NYTF;LUZYC01;LUZYC01;0,1;Competitive suppliers;LUZYE;LUZYC01
LVG1;18WLVG1-12345-AE;LA VEGA 1;LA VEGA 1;0,9;Hydro UGH;ENDG;GDLQ
LVG2;18WLVG2-12345-A4;LA VEGA 2;LA VEGA 2;0,9;Hydro UGH;ENDG;GDLQ
LVI1;18WLVI1-12345-AT;VILLANUE 1;LOS VILLANUEVAS 1;1,0;Hydro UGH;IBEG;JUCA
LVI2;18WLVI2-12345-AJ;VILLANUE 2;LOS VILLANUEVAS 2;0,8;Hydro UGH;IBEG;JUCA
LVI3;18WLVI3-12345-A9;VILLANUE 3;LOS VILLANUEVAS 3;1,4;Hydro UGH;IBEG;JUCA
MACEC01;18W000000000IVW1;MACEC01;MACEC01;1,7;Market direct consumption;MACEB;MACEC01
MACFW;18W000000000R0VN;MACFW;MACFW;1,4;Solar PV;GNRA;FVGNRA
MACHIN;18WMACHIN-123-AQ;MACHIN;SALTO DE MACHIN;4,0;Hydro non UGH;EGED;HFEGED
MADBE;18W000000000QXW0;MADBE;MADBE;1,6;Solar PV;GNRA;FVGNRA
MADEPMM;18W000000000PB3H;MADEPMM;MADEPMM;0,0;Natural Gas Cogeneration;IBCUR;TDIBCUR
MADRIGA;18WMADRIGA-12--B;MADRIGA;MADRIGAL;1,3;Solar PV;WMARK;FFWMARK
MADRON;18WMADRON-1234-G;MADROÑALES;P.E. MADROÑALES;34,0;Wonshore wind;ECYR;EEGPES
MAGAL26;18WMAGAL26-12-E9;MAGAL26;MAGAL26;10,8;Wonshore wind;SHELL;SESAWIN
MAGALLN;18W000000000OR72;MAGALLN;PE CAMPO DE MAGALLON;10,0;Wonshore wind;CEG;EMGALLN
MAGALLO;18WMAGALLO-12-ER;MAGALLO;P.E. SANTO CRISTO DE MAGALLON;40,0;Wonshore wind;CEG;EGEAMG
MAGANA;18WMAGANA-123-ET;MAGANA;P.E. MAGAÑA;24,7;Wonshore wind;EGLE;ETASA
MAGASQ;18W000000000JRY5;MAGASQ;UF MAGASQUILLA;10,0;Solar PV;NEXU;FMAGVE
MAGAZ;18WMAGAZ-12345-T;MAGAZ;P.E.MAGAZ;30,0;Wonshore wind;GNCO;EGASNE0
MAGDAL;18WMAGDAL-123-ES;MAGDAL;P.E LA MAGDALENA;23,8;Wonshore wind;IBGES;EHIBGES
MAGOSA;18W0000000009YN9;MAGOSA;18W0000000009YN9;2,0;Natural Gas Cogeneration;EGLE;TTINTS
MAGSO1;18W000000000TZL4;MAGSO1;MAGSO1;5,0;Solar PV;SOLRC;FMAGSOL
MAGSO2;18W000000000TZM2;MAGSO2;MAGSO2;5,0;Solar PV;SOLRC;FMAGSOL
MAHORA;18W000000000PXHY;MAHORA;PARQUE FV MAHORA;5,0;Solar PV;EBLCO;FMAHOR
MAITENA;18WMAITENA-123-F;MAITENA;18WMAITENA-123-F;2,5;Hydro non UGH;EGLE;HGUEJG
MAJADAA;18W000000000N9I1;MAJADAA;FV MAJADA ALTA;38,0;Solar PV;IBGES;FIBGEMS
MAJAL;18WMAJAL-12345-B;MAJAL;P.E. MAJAL ALTO;50,0;Wonshore wind;IBGES;EHIBGES
MAJOGAZ;18WMAJOGAZ-123-2;MAJOGAZ;P.E. MAJOGAZAS;49,5;Wonshore wind;EBLCO;EMAJOGA
MAL1;18WMAL1-12345-AD;MALVA 1;LA MALVA 1;2,2;Hydro UGH;HC G;HCHI
MAL2;18WMAL2-12345-A3;MALVA 2;LA MALVA 2;2,2;Hydro UGH;HC G;HCHI
MAL3;18WMAL3-12345-AU;MALVA 3;LA MALVA 3;2,2;Hydro UGH;HC G;HCHI
MAL4;18WMAL4-12345-AK;MALVA 4;LA MALVA 4;2,2;Hydro UGH;HC G;HCHI
MALA1;18WMALA1-1234567;MALA1;CCC MALAGA 1;415,5;Combined Cycle GT;GNCC;MALA1
MALAC01;18W000000000R8HR;MALAC01;COMPRA COMERCIALIZADORA;1,0;Competitive suppliers;MALAK;MALAC01
MALAG01;18WMALAG01-123-V;MALAG01;P.E. MALAGON I;36,0;Wonshore wind;GNCO;EGASNE1
MALAG02;18WMALAG02-123-O;MALAG02;P.E. MALAGÓN II;50,0;Wonshore wind;GNCO;EGASNE1
MALEF;18WMALEF-1234-ES;MALEF;P.E. MALEFATON;49,5;Wonshore wind;IBGES;EHIBGES
MALLADA;18WMALLADA-123-U;MALLADA;P.E. LA MALLADA;44,8;Wonshore wind;HC G;HCGSCSA
MALLEN;18WMALLEN-123-EQ;MALLEN;P. E. MALLEN;29,8;Wonshore wind;GNRA;PEVER2
MALPAS;18W000000000T9XL;MALPAS;MALPAS;3,8;Hydro non UGH;DETIC;HYMALPA
MALPICA;18WMALPICA-12-EJ;MALPICA;PARQUE EOLICO DE MALPICA;16,4;Wonshore wind;IGNIS;EGMALP
MANDEO;18W000000000F3N4;MANDEO;MANDEO ZARZO;25,6;Hydro non UGH;ECYR;HEGPE
MANDRES;18WMANDRES-12-AD;MANDRES;18WMANDRES-12-AD;4,6;0;EGLE;HFCEREG
MANGA;18WMANGA-1234-EV;MANGA;P. E. LA MANGA;12,0;Wonshore wind;EGED;EGREEN
MANGMV0;18W000000000TB15;MANGMV02;MANGMV02;2,0;Solar PV;MANUE;VMANGM
MANID;18W000000000QYMH;MANID;MANID;1,9;Solar PV;GNRA;FVGNRA
MANTECA;18WMANTECA-123-B;MANTECA;18WMANTECA-123-B;4,0;Wonshore wind;EBLCO;ERIANSA
MANUC01;18W000000000MZVC;MANUC01;MANUC01;0,4;Market direct consumption;PRODU;MANUC01
MANZAN;18WMANZAN-123-EB;MANZAN;MANZAN;25,5;Wonshore wind;MEDI;EMEDI
MANZANL;18W000000000OND2;MANZANL;PE MANZANAL F002;41,2;Wonshore wind;CEG;EMANZAN
MANZNRE;18W000000000OK4T;MANZNRE;UF SOLAR MANZANARES;33,0;Solar PV;NEXU;FMANZAN
MAPINOS;18W000000000T7FQ;MAS PINOS;MAS PINOS;2,9;Solar PV;SOMEN;SENFV1
MARCETA;18W000000000GP73;MARCETA;CH MARCETA;1,5;Hydro non UGH;NEXU;HFNEXU
MARCHAL;18W000000000U23O;FV MARCHAL;FV MARCHAL;3,5;Solar PV;DREUA;FDREU18
MARDESE;18W000000000T6MF;MARDESEVIL;MARDESEVIL;2,8;Solar PV;RSPRA;FFRSPRA
MARE;18WMARE-123456-3;MARE;SECADO TÉRMICO FANGOS REOCIN;12,0;Natural Gas Cogeneration;CEG;TMARE
MARINA;18W000000000T9UR;MARINA;MARINA;2,6;Hydro non UGH;DETIC;HYMARIN
MARINAD;18WMARINAD-123-S;MARINAD;18WMARINAD-123-S;3,1;Natural Gas Cogeneration;EGLE;TMARDG
MARIOLA;18WMARIOLA-123-Q;MARIOLA;18WMARIOLA-123-Q;5,4;Oil products and coal;EGLE;TMARIG
MARMELL;18WMARMELL-12--B;MARMELL;P.E.MARMELLAR;49,5;Wonshore wind;EGLE;EMARME
MARQUES;18W000000000HIBC;MARQUES;MARQUES;9,9;Solar PV;HISPE;FMARQUE
MARTC01;18W000000000MNE8;MARTB_UP;MARTB_UP_COMPRAS;1,0;Competitive suppliers;MARTB;MARTC01
MARTIAR;18WMARTIAR-123-D;MARTIAR;UF MARTIARTU;3,3;Natural Gas Cogeneration;GNRA;TMARTIA
MARTINJ;18W000000000N1JN;MARTINJ;PE MARTIN DE LA JARA;36,0;Wonshore wind;IBGES;EHIBGES
MARTON;18W000000000N3FP;MARTON;MARTON;10,0;Solar PV;WMARK;FMARTON
MASAC01;18W000000000SSIZ;MASAC01;MASAC01;0,1;Competitive suppliers;MASAL;MASAC01
MASGALA;18WMASGALA-12-EW;MASGALA;P.E. MASGALAN-CAMPO DO COCO;49,5;Wonshore wind;IBGES;EHIBGES
MASIC01;18W00000000054RX;MASINTELIG;MAS INTELIGENCIA UNIDAD DE PR;0,0;Competitive suppliers;MASIN;MASIC01
MASIRP;18W000000000Q7Y0;FYRSPRA;FYRSPRA;0,5;Solar PV;MASIN;MASIRP
MASNC01;18W000000000SSBC;MASNORTEGL;MASNORTE GLOBAL UP;5,0;Competitive suppliers;MASNA;MASNC01
MASQC01;18W000000000IYNA;MASQC01;MASQLUZ PENINSULA;0,1;Competitive suppliers;MASQL;MASQC01
MATABUE;18WMATABUE-123-R;MATABUE;P. E. MATABUEY;16,2;Wonshore wind;GNRA;PEVER
MATAC01;18W-MATAC01-1--M;MATACOUTA;MATACOUTA;0,5;Market direct consumption;MATA;MATAC01
MATAT;18W000000000BZEG;MATALLANA;HSF LA MATALLANA;2,0;Solar PV;SOMEN;SENFV1
MAZA;18WMAZA-12345-EK;MAZA;P. E. LA MAZA;49,5;Wonshore wind;IBGES;EHIBGES
MAZEC01;18W000000000T9BS;MAZE ENERG;MAZE ENERGY;1,0;Competitive suppliers;MAZEE;MAZEC01
MAZEINI;18W000000000U8YI;GENFV;GENERICA FV;0,5;Solar PV;MAZEE;MAZEINI
MAZGD;18W000000000QYHR;MAZGD;MAZGD;2,4;Solar PV;GNRA;FVGNRA
MAZNARS;18W000000000QR40;MANZNS;MANZANARS;30,0;Solar PV;GNRA;FMNZARS
MAZORAJ;18WPEMAZO-RAJ--I;MAZORAJ;P.E. MAZORRAL-CERRO RAZOLA;32,3;Wonshore wind;EGED;EGREEN
MAZORRA;18WMAZORRA-12-E7;MAZORRA;P.E. LAS MAZORRAS;28,3;Wonshore wind;EGED;EGREEN
MCABEZA;18WMCABEZA-12-EY;MCABEZA;P. E. MONTE CABEZA;36,8;Wonshore wind;IGNIS;EGVENTO
MCAVE;18W000000000F5GC;MAGASCONA;MAGASCONA;20,0;Solar PV;GNRA;VEMTR
MCH1;18WMCH1-12345-AX;MORANCH 1;MORANCHEL 1;1,4;Hydro UGH;BARER;BERJUCA
MCH2;18WMCH2-12345-AN;MORANCH 2;MORANCHEL 2;1,5;Hydro UGH;BARER;BERJUCA
MCHONI;18WMCHONI-123-EC;MCHONI;MCHONI;18,0;Wonshore wind;IBGES;EHIBGES
MCHONIV;18WMCHONIV-12-EV;MCHONIV;MCHONIV;48,0;Wonshore wind;IBGES;EHIBGES
MCHONSU;18WMCHONSU-12-EW;MCHONSU;MCHONSU;12,0;Wonshore wind;IBGES;EHIBGES
MCLIX;18W000000000TUXW;MCLIX;MCLIX;1,2;Solar PV;GNRA;UPSON3
MDAUGAS;18WMDAUGAS-123-H;MDAUGAS;18WMDAUGAS-123-H;3,0;Wonshore wind;EGLE;EMDAUG
MDN1;18WMDN1-12345-AT;MEDIANO 1;MEDIANO 1;33,5;Hydro UGH;ENDG;EBRACC2
MDN2;18WMDN2-12345-AJ;MEDIANO 2;MEDIANO 2;33,4;Hydro UGH;ENDG;EBRACC2
MED107;18W000000000TZSR;MED107;MED107;24,9;Solar PV;SOLRC;FMED107
MEGC01;18W0000000000NM6;MEGARA ;MEGARA UNIDAD COMPRA;0,1;Competitive suppliers;MEG;MEGC01
MEH;18W000000000JE4U;MEH;MUSEO EVOL HUMANA;2,3;Natural Gas Cogeneration;CEG;TMEH
MEIRA;18WMEIRA-1234-E2;MEIRA;P. E. SERRA DE MEIRA;49,3;Wonshore wind;IBGES;EHIBGES
MELENCH;18WMELENCH-123-5;MELENCH;MELENCHONES NORTE;4,0;Natural Gas Cogeneration;CEG;T1CEG
MELIDA;18WMELIDA-1234-P;MELIDA;MELIDA;4,0;Hydro non UGH;EGED;HATUDEL
MELUC01;18W-MELUC01-4--E;HISPA;HISPANO TEX S.A.;94,1;Market direct consumption;MELUL;MELUC01
MEN1;18WMEN1-12345-AH;MENDARAZ 1;MENDARAZ 1;0,2;Hydro UGH;IBEG;EBRA
MEN2;18WMEN2-12345-A7;MENDARAZ 2;MENDARAZ 2;0,3;Hydro UGH;IBEG;EBRA
MENAUTE;18WMENAUTE-123-U;MENAUTE;MENAUTE;37,4;Wonshore wind;ECYR;EEGPEM
MENEC01;18W-MENEC01-7--F;MENEC01;MOSCOSO ENERGIA;4,0;Competitive suppliers;MENER;MENEC01
MERC01;18W000000000OL7K;MERC01;MERC01;0,6;Market direct consumption;MEROL;MERC01
MERCA;18WMERCA-1234--9;MERCA;18WMERCA-1234--9;4,8;Hydro non UGH;EGLE;HMERCA
MERCCP3;18W-MERCCP3-1--F;RIGHT EXP;RIGHT EXP;500,0;Import France;MERCU;MERCCP3
MERCVP3;18W-MERCVP3-8--K;RIGHT IMP;RIGHT IMP;500,0;Export France;MERCU;MERCVP3
MERID19;18W000000000RXT2;MERID19;UF SOLAR MERIDA 19;5,0;Solar PV;NEXU;FMERI19
MERIDA;18W000000000PH13;MERIDA;SAN SERVAN 2020;43,2;Solar PV;SHEEN;SHEPV11
MERML;18W000000000QZDW;MERML;MERML;1,0;Solar PV;GNRA;FVGNRA
MEROL;18W000000000GPAY;MEROLA;CH MEROLA;1,1;Hydro non UGH;NEXU;HFNEXU
MERUELO;18WMERUELO-12-DJ;MERUELO;MERUELO;2,8;Biogas;CEG;RMERU
METCEL2;18W000000000S1FB;METCEL2;METCEL2;1,0;Competitive suppliers;METEN;METER01
METCEL3;18W000000000S1G9;METCEL3;METCEL3;1,0;Competitive suppliers;METEN;METER01
METCEL4;18W000000000S1H7;METCEL4;METCEL4;1,0;Competitive suppliers;METEN;METER01
METCEL5;18W000000000S1I5;METCEL5;METCEL5;1,0;Competitive suppliers;METEN;METER01
METCEL6;18W000000000S1J3;METCEL6;METCEL6;1,0;Competitive suppliers;METEN;METER01
METCEL7;18W000000000S1K1;METCEL7;METCEL7;1,0;Competitive suppliers;METEN;METER01
METCEL8;18W000000000S1MY;METCEL8;METCEL8;1,0;Competitive suppliers;METEN;METER01
METCELS;18W000000000QKQE;ES-MET_;ES-MET_;1,0;Competitive suppliers;METEN;METER01
METEC01;18W000000000MYBI;METEC01;METEC01;120,0;Competitive suppliers;METEN;METEC01
METEV01;18W000000000RR6T;FYIBCUR;IB CUR  ( TARIFA, FOTOVOLTAICA;0,1;Solar PV;METEN;METEV01
METSAK1;18W000000000TRRG;METSAK1;METSAK1;1,0;Competitive suppliers;SAHKO;SAHKR01
METSAK2;18W000000000TRSE;METSAK2;METSAK2;1,0;Competitive suppliers;SAHKO;SAHKR01
METSAK3;18W000000000TVOA;METSAK3;METSAK3;1,0;Competitive suppliers;SAHKO;SAHKR01
METSAK4;18W000000000TVP8;METSAK4;METSAK4;1,0;Competitive suppliers;SAHKO;SAHKR01
MEZ1;18WMEZ1-12345-AX;MEZONZO 1;MEZONZO 1;0,5;Hydro UGH;GNFG;UFGC
MEZ2;18WMEZ2-12345-AN;MEZONZO 2;MEZONZO 2;0,4;Hydro UGH;GNFG;UFGC
MFREC01;18W000000000F345;MFREC01;MFREC01;3,0;Market direct consumption;MFRSA;MFREC01
MFUSTE2;18W000000000U3T6;FYEEXXI;END CUR  ( TARIFA, FOTOVOLTAIC;0,4;Solar PV;TRISO;MFUSTE2
MG50ZA;18W000000000TYQY;MG50ZA;MG50ZA;1,0;Competitive suppliers;FORTI;FORTR01
MI2000;18W000000000TS1S;MI2000;MI2000;1,0;Competitive suppliers;ENDCO;ENDER01
MIAJADA;18WMIAJADA-123-1;BIOMIAJADA;BIOMASA MIAJADAS;15,0;Biomass;EGED;RFEGED
MIBAIDA;18W000000000SZ29;MIBAIDA;UF SOLAR MIRALBAIDA 15;1,5;Solar PV;NEXU;FMBAIDA
MICHAR;18WMICHAR-123-D1;MICHAR;MICHELIN ARANDA;32,8;Natural Gas Cogeneration;IBGES;TFIBGES
MICHVAL;18WMICHVAL-12-D0;MICHVAL;MICHELIN VALLADOLID;46,0;Natural Gas Cogeneration;IBGES;TFIBGES
MICHVIT;18WMICHVIT-12-DS;MICHVIT;MICHELIN VITORIA;47,0;Natural Gas Cogeneration;IBGES;TFIBGES
MIDCOTR;18W000000000QV4P;MIDCO;TERMOLLANO;48,0;Solar thermal;GESTE;TERMLNO
MIESA;18W000000000QDM6;MIESA;MIESA;2,0;Hydro non UGH;GNRA;HFGNRA
MIGASA;18WMIGASA-123-D1;MIGASA;MIGASA;5,0;Natural Gas Cogeneration;DETIC;COGMIGA
MIGFW;18W000000000LC4S;MIGFW;MIGFW;1,3;Solar PV;GNRA;FVGNRA
MIGRODA;18WMIGRODA-12-D9;MIGRODA;MIGRODA;9,7;Natural Gas Cogeneration;EGLE;TNEOROD
MIL1;18WMIL1-12345-AS;MILLER 1;MILLER 1;8,2;Hydro UGH;IBEG;JUCA
MIL2;18WMIL2-12345-AI;MILLER 2;MILLER 2;8,6;Hydro UGH;IBEG;JUCA
MIL3;18WMIL3-12345-A8;MILLER 3;MILLER 3;8,1;Hydro UGH;IBEG;JUCA
MILAEDS;18W000000000UDF4;MILAEDS;GRANJA DE MILAGROS;7,4;Natural Gas Cogeneration;EGLE;TMILAG
MILANO;18W000000000R4G4;UF MILANO;UF FV MILANO SOLAR;43,8;Solar PV;IGNIS;SMILANO
MILII;18WMILII-1234--6;MILLAS II;MILLAS II;0,9;Natural Gas Cogeneration;LMER;MILII
MILLEDS;18W000000000UDH0;TMILLAN;SAJUSA;7,4;Natural Gas Cogeneration;EGLE;TMILLAN
MILLII1;18WMILLII1-12-AN;MILLARES21;MILLARES II 1;34,9;Hydro UGH;IBEG;JUCA
MILLII2;18WMILLII2-12-AG;MILLARES22;MILLARES II 2;35,2;Hydro UGH;IBEG;JUCA
MINAC01;18W0000000001YBS;MINAC01;MINAC01;0,5;Market direct consumption;MINAL;MINAC01
MINGORR;18WMINGORR-123-C;MINGORR;P.E.MINGORRUBIO;25,0;Wonshore wind;GNRA;PEVER
MINIC01;18W000000000I3G6;MINAI;MINAI SERVICIOS ENERGETICOS;1,0;Competitive suppliers;MINAI;MINIC01
MINON;18W000000000GEO2;MINON;UF EOLICA MINON;23,3;Wonshore wind;NEXU;EMINON
MIRABE;18W000000000J7FT;MIRABE;PE MIRABEL;26,4;Wonshore wind;GNCO;EGASNE2
MIRAFL;18W000000000N9Z4;MIRAFLORES;SFV MIRAFLORES;20,0;Solar PV;GNCO;FGASNE2
MIRALCA;18WMIRALCA-123-Z;MIRALCAMP;MIRALCAMP ARGAL;2,0;Natural Gas Cogeneration;LMER;TMIRALP
MIRAMU;18W000000000GD72;MIRAMUNDO;FV MIRAMUNDO;45,8;Solar PV;NEXU;FMIRAMU
MISTRAL;18W000000000PR52;MISTRAL;UF SOLAR MISTRAL;3,3;Solar PV;NEXU;FMISTRA
MJIMENA;18WMJIMENA-123-E;MJIMENA;P. E. MONTE VILLAJIMENA;6,0;Wonshore wind;MIRAS;EMIRASI
ML1;18WML1-123456--L;BARCENA 1;BARCENA DEL SIL 1;30,1;Hydro UGH;ENDG;SBEU
ML2;18WML2-123456-AP;BARCENA 2;BARCENA DEL SIL 2;31,0;Hydro UGH;ENDG;SBEU
MLAGROF;18W000000000IPWJ;MLAGROF;MLAGROF;7,0;Solar PV;GESTE;FMILGRO
MLIN;18WMLIN-123456-S;MLIN;MOLINO DE SANTIAGO;0,1;Hydro UGH;CTNU;JUCAR2
MLT1;18WMLT1-12345-F5;MORALET 1G;MORALETS GR.1 GENERAC.;73,4;Turbine pumping;ENDG;MLTG
MLT1B;18WMLT1B-12345-N;MORALET 1B;MORALETS GR.1 BOMBEO;73,0;Pump consumption;ENDG;MLTB
MLT2;18WMLT2-12345-FW;MORALET 2G;MORALETS GR.2 GENERAC.;72,8;Turbine pumping;ENDG;MLTG
MLT2B;18WMLT2B-12345-D;MORALET 2B;MORALETS GR.2 BOMBEO;73,0;Pump consumption;ENDG;MLTB
MLT3;18WMLT3-12345-FM;MORALET 3G;MORALETS GR.3 GENERAC.;72,9;Turbine pumping;ENDG;MLTG
MLT3B;18WMLT3B-12345-3;MORALET 3B;MORALETS GR.3 BOMBEO;73,0;Pump consumption;ENDG;MLTB
MMARBAN;18WMMARBAN-12-E1;MMARBAN;PARQUE EÓLICO MONTE MARBÁN;11,4;Wonshore wind;GNCO;EFPART
MMATAS;18W000000000P6KZ;MMATAS;UF SOLAR MATAS;2,2;Solar PV;NEXU;FMATAS
MMOLON;18WMMOLON-123-EI;MMOLON;P.E. MONTE MOLÓN;29,7;Wonshore wind;IBGES;EHIBGES
MNDALA;18W000000000P2FK;MNDALA;UF SOLAR MANDALA;1,7;Solar PV;NEXU;FMANDLA
MNE1;18WMNE1-12345-A8;MANERU 1;MANERU 1;2,3;Hydro UGH;ASIE;ASIEBRO
MNE2;18WMNE2-12345-AZ;MANERU 2;MANERU 2;2,3;Hydro UGH;ASIE;ASIEBRO
MNG1;18WMNG1-12345-AN;MENGIBAR 1;MENGIBAR 1;1,3;Hydro UGH;ENDG;GDLQ
MNG2;18WMNG2-12345-AD;MENGIBAR 2;MENGIBAR 2;1,3;Hydro UGH;ENDG;GDLQ
MNG3;18WMNG3-12345-A3;MENGIBAR 3;MENGIBAR 3;1,3;Hydro UGH;ENDG;GDLQ
MNI1;18WMNI1-12345-A1;MANISES 1;MANISES 1;0,3;Hydro UGH;IBEG;JUCA
MNI2;18WMNI2-12345-AS;MANISES 2;MANISES 2;0,3;Hydro UGH;IBEG;JUCA
MNJU;18WMNJU-12345-AX;MENJU ;EL MENJU;0,2;Hydro UGH;IBEG;JUCA
MNQU;18WMNQU-12345-AU;MONTESQUIU;MONTESQUIU;0,9;Hydro UGH;ENDG;EBRFEN
MNS1;18WMNS1-12345-A2;MANSILLA 1;MANSILLA 1;2,6;Hydro UGH;IBEG;EBRA
MNS2;18WMNS2-12345-AT;MANSILLA 2;MANSILLA 2;2,6;Hydro UGH;IBEG;EBRA
MNUZA;18WMNUZA-12345-R;MNUZA;MENUZA;13,8;Hydro non UGH;EBLCO;HGDF01
MNZNQUE;18W000000000SU4K;MNZNQUE;UF SOLAR MANZANEQUE;1,5;Solar PV;NEXU;FMANZQE
MO08SV;18W000000000OT34;MO08SV;MO08SV;1,0;Competitive suppliers;FORTI;FORTR01
MOARBOL;18WMOARBOL-12-ER;MOARBOL;18WMOARBOL-12-ER;1,5;Wonshore wind;EGLE;EMOARG
MOCCB;18W000000000QP9X;MOCCB;MOCCB;1,1;Solar PV;GNRA;FVGNRA
MODIC01;18W-MODIC01-1--U;MODISPREM;MODISPREM SA;1,2;Market direct consumption;MODI;MODIC01
MODSP;18W000000000RRG9;MODSP;MODSP;40,1;Solar PV;GNRA;MODOH
MOIAC01;18W-MOIAC01-2--B;MAT MOIA;MATADERO MOIA;0,9;Market direct consumption;MOIA;MOIAC01
